,well,strain,sal,las,iptg,chlor,cole1,rep,plate,channel,measurement
1243,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,7,sfGFP,16159.0
1247,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,8,sfGFP,17645.0
1251,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,9,sfGFP,19418.5
1255,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,10,sfGFP,24055.0
1259,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,11,sfGFP,22163.5
1263,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,12,sfGFP,23062.5
1267,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,13,sfGFP,21745.0
1271,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,14,sfGFP,19155.0
1275,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,15,sfGFP,14830.5
1279,A5,1x diff 2x bxb1,15,0.01,10,-,carb,1,16,sfGFP,11051.0
1283,A6,1x diff 2x bxb1,15,0.01,10,-,kan,1,1,sfGFP,5814.0
1287,A6,1x diff 2x bxb1,15,0.01,10,-,kan,1,2,sfGFP,8637.5
1291,A6,1x diff 2x bxb1,15,0.01,10,-,kan,1,3,sfGFP,10088.5
1295,A6,1x diff 2x bxb1,15,0.01,10,-,kan,1,4,sfGFP,9040.0
1299,A6,1x diff 2x bxb1,15,0.01,10,-,kan,1,5,sfGFP,7774.5
1303,A6,1x diff 2x bxb1,15,0.01,10,-,kan,1,6,sfGFP,6036.5
1307,A6,1x diff 2x bxb1,15,0.01,10,-,kan,1,7,sfGFP,6559.5
1311,A6,1x diff 2x bxb1,15,0.01,10,-,kan,1,8,sfGFP,6716.5
1315,A6,1x diff 2x bxb1,15,0.01,10,-,kan,1,9,sfGFP,8737.5
1319,A6,1x diff 2x bxb1,15,0.01,10,-,kan,1,10,sfGFP,11568.5
1323,A6,1x diff 2x bxb1,15,0.01,10,-,kan,1,11,sfGFP,13231.0
1327,A6,1x diff 2x bxb1,15,0.01,10,-,kan,1,12,sfGFP,11555.5
1331,A6,1x diff 2x bxb1,15,0.01,10,-,kan,1,13,sfGFP,14283.0
1335,A6,1x diff 2x bxb1,15,0.01,10,-,kan,1,14,sfGFP,12262.5
1339,A6,1x diff 2x bxb1,15,0.01,10,-,kan,1,15,sfGFP,10409.5
1343,A6,1x diff 2x bxb1,15,0.01,10,-,kan,1,16,sfGFP,8970.0
1347,A7,1x diff 2x bxb1,15,0.01,50,-,carb,1,1,sfGFP,8531.0
1351,A7,1x diff 2x bxb1,15,0.01,50,-,carb,1,2,sfGFP,16527.5
1355,A7,1x diff 2x bxb1,15,0.01,50,-,carb,1,3,sfGFP,11937.0
1359,A7,1x diff 2x bxb1,15,0.01,50,-,carb,1,4,sfGFP,10990.0
1363,A7,1x diff 2x bxb1,15,0.01,50,-,carb,1,5,sfGFP,9294.0
1367,A7,1x diff 2x bxb1,15,0.01,50,-,carb,1,6,sfGFP,12262.5
1371,A7,1x diff 2x bxb1,15,0.01,50,-,carb,1,7,sfGFP,11499.0
1375,A7,1x diff 2x bxb1,15,0.01,50,-,carb,1,8,sfGFP,12503.5
1379,A7,1x diff 2x bxb1,15,0.01,50,-,carb,1,9,sfGFP,15288.5
1383,A7,1x diff 2x bxb1,15,0.01,50,-,carb,1,10,sfGFP,14592.5
1387,A7,1x diff 2x bxb1,15,0.01,50,-,carb,1,11,sfGFP,10964.0
1391,A7,1x diff 2x bxb1,15,0.01,50,-,carb,1,12,sfGFP,7708.5
1395,A7,1x diff 2x bxb1,15,0.01,50,-,carb,1,13,sfGFP,4862.5
1399,A7,1x diff 2x bxb1,15,0.01,50,-,carb,1,14,sfGFP,2512.5
1403,A7,1x diff 2x bxb1,15,0.01,50,-,carb,1,15,sfGFP,1254.0
1407,A7,1x diff 2x bxb1,15,0.01,50,-,carb,1,16,sfGFP,957.0
1411,A8,1x diff 2x bxb1,15,0.01,50,-,kan,1,1,sfGFP,6132.5
1415,A8,1x diff 2x bxb1,15,0.01,50,-,kan,1,2,sfGFP,7612.0
1419,A8,1x diff 2x bxb1,15,0.01,50,-,kan,1,3,sfGFP,9398.0
1423,A8,1x diff 2x bxb1,15,0.01,50,-,kan,1,4,sfGFP,9058.5
1427,A8,1x diff 2x bxb1,15,0.01,50,-,kan,1,5,sfGFP,6361.5
1431,A8,1x diff 2x bxb1,15,0.01,50,-,kan,1,6,sfGFP,5287.5
1435,A8,1x diff 2x bxb1,15,0.01,50,-,kan,1,7,sfGFP,6006.0
1439,A8,1x diff 2x bxb1,15,0.01,50,-,kan,1,8,sfGFP,5801.0
1443,A8,1x diff 2x bxb1,15,0.01,50,-,kan,1,9,sfGFP,7913.0
1447,A8,1x diff 2x bxb1,15,0.01,50,-,kan,1,10,sfGFP,10476.5
1451,A8,1x diff 2x bxb1,15,0.01,50,-,kan,1,11,sfGFP,10456.5
1455,A8,1x diff 2x bxb1,15,0.01,50,-,kan,1,12,sfGFP,9516.0
1459,A8,1x diff 2x bxb1,15,0.01,50,-,kan,1,13,sfGFP,12732.5
1463,A8,1x diff 2x bxb1,15,0.01,50,-,kan,1,14,sfGFP,9761.0
1467,A8,1x diff 2x bxb1,15,0.01,50,-,kan,1,15,sfGFP,8124.5
1471,A8,1x diff 2x bxb1,15,0.01,50,-,kan,1,16,sfGFP,7614.5
1475,A9,1x diff 2x bxb1,20,0.01,10,-,carb,1,1,sfGFP,12521.5
1479,A9,1x diff 2x bxb1,20,0.01,10,-,carb,1,2,sfGFP,24340.5
1483,A9,1x diff 2x bxb1,20,0.01,10,-,carb,1,3,sfGFP,23830.5
1487,A9,1x diff 2x bxb1,20,0.01,10,-,carb,1,4,sfGFP,24952.0
1491,A9,1x diff 2x bxb1,20,0.01,10,-,carb,1,5,sfGFP,24874.5
1495,A9,1x diff 2x bxb1,20,0.01,10,-,carb,1,6,sfGFP,21914.0
1499,A9,1x diff 2x bxb1,20,0.01,10,-,carb,1,7,sfGFP,23150.0
1503,A9,1x diff 2x bxb1,20,0.01,10,-,carb,1,8,sfGFP,21855.5
1507,A9,1x diff 2x bxb1,20,0.01,10,-,carb,1,9,sfGFP,18728.5
1511,A9,1x diff 2x bxb1,20,0.01,10,-,carb,1,10,sfGFP,15114.0
1515,A9,1x diff 2x bxb1,20,0.01,10,-,carb,1,11,sfGFP,9122.0
1519,A9,1x diff 2x bxb1,20,0.01,10,-,carb,1,12,sfGFP,5467.5
1523,A9,1x diff 2x bxb1,20,0.01,10,-,carb,1,13,sfGFP,3237.0
1527,A9,1x diff 2x bxb1,20,0.01,10,-,carb,1,14,sfGFP,1721.0
1531,A9,1x diff 2x bxb1,20,0.01,10,-,carb,1,15,sfGFP,1049.5
1535,A9,1x diff 2x bxb1,20,0.01,10,-,carb,1,16,sfGFP,641.0
1539,B1,1x diff 2x bxb1,10,0.01,10,-,carb,2,1,sfGFP,2183.0
1543,B1,1x diff 2x bxb1,10,0.01,10,-,carb,2,2,sfGFP,5801.0
1547,B1,1x diff 2x bxb1,10,0.01,10,-,carb,2,3,sfGFP,5896.0
1551,B1,1x diff 2x bxb1,10,0.01,10,-,carb,2,4,sfGFP,6002.5
1555,B1,1x diff 2x bxb1,10,0.01,10,-,carb,2,5,sfGFP,5231.5
1559,B1,1x diff 2x bxb1,10,0.01,10,-,carb,2,6,sfGFP,4826.5
1563,B1,1x diff 2x bxb1,10,0.01,10,-,carb,2,7,sfGFP,5151.0
1567,B1,1x diff 2x bxb1,10,0.01,10,-,carb,2,8,sfGFP,5512.0
1571,B1,1x diff 2x bxb1,10,0.01,10,-,carb,2,9,sfGFP,7110.5
1575,B1,1x diff 2x bxb1,10,0.01,10,-,carb,2,10,sfGFP,8548.0
1579,B1,1x diff 2x bxb1,10,0.01,10,-,carb,2,11,sfGFP,8516.0
1583,B1,1x diff 2x bxb1,10,0.01,10,-,carb,2,12,sfGFP,8947.5
1587,B1,1x diff 2x bxb1,10,0.01,10,-,carb,2,13,sfGFP,9651.0
1591,B1,1x diff 2x bxb1,10,0.01,10,-,carb,2,14,sfGFP,8898.0
1595,B1,1x diff 2x bxb1,10,0.01,10,-,carb,2,15,sfGFP,8608.5
1599,B1,1x diff 2x bxb1,10,0.01,10,-,carb,2,16,sfGFP,9514.0
1603,B10,1x diff 2x bxb1,20,0.01,10,-,kan,2,1,sfGFP,11464.5
1607,B10,1x diff 2x bxb1,20,0.01,10,-,kan,2,2,sfGFP,16366.5
1611,B10,1x diff 2x bxb1,20,0.01,10,-,kan,2,3,sfGFP,17443.5
1615,B10,1x diff 2x bxb1,20,0.01,10,-,kan,2,4,sfGFP,16420.0
1619,B10,1x diff 2x bxb1,20,0.01,10,-,kan,2,5,sfGFP,16806.0
1623,B10,1x diff 2x bxb1,20,0.01,10,-,kan,2,6,sfGFP,13148.5
1627,B10,1x diff 2x bxb1,20,0.01,10,-,kan,2,7,sfGFP,14466.0
1631,B10,1x diff 2x bxb1,20,0.01,10,-,kan,2,8,sfGFP,10143.0
1635,B10,1x diff 2x bxb1,20,0.01,10,-,kan,2,9,sfGFP,6369.5
1639,B10,1x diff 2x bxb1,20,0.01,10,-,kan,2,10,sfGFP,4463.0
1643,B10,1x diff 2x bxb1,20,0.01,10,-,kan,2,11,sfGFP,2600.5
1647,B10,1x diff 2x bxb1,20,0.01,10,-,kan,2,12,sfGFP,1036.5
1651,B10,1x diff 2x bxb1,20,0.01,10,-,kan,2,13,sfGFP,674.0
1655,B10,1x diff 2x bxb1,20,0.01,10,-,kan,2,14,sfGFP,573.0
1659,B10,1x diff 2x bxb1,20,0.01,10,-,kan,2,15,sfGFP,509.0
1663,B10,1x diff 2x bxb1,20,0.01,10,-,kan,2,16,sfGFP,487.0
1667,B11,1x diff 2x bxb1,20,0.01,50,-,carb,2,1,sfGFP,15716.5
1671,B11,1x diff 2x bxb1,20,0.01,50,-,carb,2,2,sfGFP,26326.5
1675,B11,1x diff 2x bxb1,20,0.01,50,-,carb,2,3,sfGFP,21033.0
1679,B11,1x diff 2x bxb1,20,0.01,50,-,carb,2,4,sfGFP,19069.0
1683,B11,1x diff 2x bxb1,20,0.01,50,-,carb,2,5,sfGFP,14684.0
1687,B11,1x diff 2x bxb1,20,0.01,50,-,carb,2,6,sfGFP,8843.5
1691,B11,1x diff 2x bxb1,20,0.01,50,-,carb,2,7,sfGFP,3876.5
1695,B11,1x diff 2x bxb1,20,0.01,50,-,carb,2,8,sfGFP,1157.5
1699,B11,1x diff 2x bxb1,20,0.01,50,-,carb,2,9,sfGFP,617.0
1703,B11,1x diff 2x bxb1,20,0.01,50,-,carb,2,10,sfGFP,426.5
1707,B11,1x diff 2x bxb1,20,0.01,50,-,carb,2,11,sfGFP,360.0
1711,B11,1x diff 2x bxb1,20,0.01,50,-,carb,2,12,sfGFP,345.5
1715,B11,1x diff 2x bxb1,20,0.01,50,-,carb,2,13,sfGFP,316.5
1719,B11,1x diff 2x bxb1,20,0.01,50,-,carb,2,14,sfGFP,295.0
1723,B11,1x diff 2x bxb1,20,0.01,50,-,carb,2,15,sfGFP,273.0
1727,B11,1x diff 2x bxb1,20,0.01,50,-,carb,2,16,sfGFP,280.0
1731,B12,1x diff 2x bxb1,20,0.01,50,-,kan,2,1,sfGFP,13031.5
1735,B12,1x diff 2x bxb1,20,0.01,50,-,kan,2,2,sfGFP,15506.0
1739,B12,1x diff 2x bxb1,20,0.01,50,-,kan,2,3,sfGFP,15052.0
1743,B12,1x diff 2x bxb1,20,0.01,50,-,kan,2,4,sfGFP,16671.5
1747,B12,1x diff 2x bxb1,20,0.01,50,-,kan,2,5,sfGFP,14948.0
1751,B12,1x diff 2x bxb1,20,0.01,50,-,kan,2,6,sfGFP,11710.0
1755,B12,1x diff 2x bxb1,20,0.01,50,-,kan,2,7,sfGFP,12677.0
1759,B12,1x diff 2x bxb1,20,0.01,50,-,kan,2,8,sfGFP,7342.5
1763,B12,1x diff 2x bxb1,20,0.01,50,-,kan,2,9,sfGFP,4512.5
1767,B12,1x diff 2x bxb1,20,0.01,50,-,kan,2,10,sfGFP,2514.0
1771,B12,1x diff 2x bxb1,20,0.01,50,-,kan,2,11,sfGFP,1092.5
1775,B12,1x diff 2x bxb1,20,0.01,50,-,kan,2,12,sfGFP,448.0
1779,B12,1x diff 2x bxb1,20,0.01,50,-,kan,2,13,sfGFP,412.0
1783,B12,1x diff 2x bxb1,20,0.01,50,-,kan,2,14,sfGFP,437.0
1787,B12,1x diff 2x bxb1,20,0.01,50,-,kan,2,15,sfGFP,435.0
1791,B12,1x diff 2x bxb1,20,0.01,50,-,kan,2,16,sfGFP,419.5
1795,B13,1x diff 2x bxb1,30,0.01,10,-,carb,2,1,sfGFP,17093.5
1799,B13,1x diff 2x bxb1,30,0.01,10,-,carb,2,2,sfGFP,25716.5
1803,B13,1x diff 2x bxb1,30,0.01,10,-,carb,2,3,sfGFP,24533.5
1807,B13,1x diff 2x bxb1,30,0.01,10,-,carb,2,4,sfGFP,23995.5
1811,B13,1x diff 2x bxb1,30,0.01,10,-,carb,2,5,sfGFP,25541.5
1815,B13,1x diff 2x bxb1,30,0.01,10,-,carb,2,6,sfGFP,22090.0
1819,B13,1x diff 2x bxb1,30,0.01,10,-,carb,2,7,sfGFP,23011.0
1823,B13,1x diff 2x bxb1,30,0.01,10,-,carb,2,8,sfGFP,19922.5
1827,B13,1x diff 2x bxb1,30,0.01,10,-,carb,2,9,sfGFP,14610.5
1831,B13,1x diff 2x bxb1,30,0.01,10,-,carb,2,10,sfGFP,10350.5
1835,B13,1x diff 2x bxb1,30,0.01,10,-,carb,2,11,sfGFP,5854.5
1839,B13,1x diff 2x bxb1,30,0.01,10,-,carb,2,12,sfGFP,3644.0
1843,B13,1x diff 2x bxb1,30,0.01,10,-,carb,2,13,sfGFP,2312.5
1847,B13,1x diff 2x bxb1,30,0.01,10,-,carb,2,14,sfGFP,1157.0
1851,B13,1x diff 2x bxb1,30,0.01,10,-,carb,2,15,sfGFP,702.5
1855,B13,1x diff 2x bxb1,30,0.01,10,-,carb,2,16,sfGFP,455.5
1859,B14,1x diff 2x bxb1,30,0.01,10,-,kan,2,1,sfGFP,16765.0
1863,B14,1x diff 2x bxb1,30,0.01,10,-,kan,2,2,sfGFP,23543.5
1867,B14,1x diff 2x bxb1,30,0.01,10,-,kan,2,3,sfGFP,19332.0
1871,B14,1x diff 2x bxb1,30,0.01,10,-,kan,2,4,sfGFP,19655.5
1875,B14,1x diff 2x bxb1,30,0.01,10,-,kan,2,5,sfGFP,19171.5
1879,B14,1x diff 2x bxb1,30,0.01,10,-,kan,2,6,sfGFP,5579.0
1883,B14,1x diff 2x bxb1,30,0.01,10,-,kan,2,7,sfGFP,1729.5
1887,B14,1x diff 2x bxb1,30,0.01,10,-,kan,2,8,sfGFP,690.5
1891,B14,1x diff 2x bxb1,30,0.01,10,-,kan,2,9,sfGFP,480.5
1895,B14,1x diff 2x bxb1,30,0.01,10,-,kan,2,10,sfGFP,465.0
1899,B14,1x diff 2x bxb1,30,0.01,10,-,kan,2,11,sfGFP,479.5
1903,B14,1x diff 2x bxb1,30,0.01,10,-,kan,2,12,sfGFP,371.0
1907,B14,1x diff 2x bxb1,30,0.01,10,-,kan,2,13,sfGFP,415.5
1911,B14,1x diff 2x bxb1,30,0.01,10,-,kan,2,14,sfGFP,462.0
1915,B14,1x diff 2x bxb1,30,0.01,10,-,kan,2,15,sfGFP,460.5
1919,B14,1x diff 2x bxb1,30,0.01,10,-,kan,2,16,sfGFP,434.0
1923,B15,1x diff 2x bxb1,30,0.01,50,-,carb,2,1,sfGFP,22283.0
1927,B15,1x diff 2x bxb1,30,0.01,50,-,carb,2,2,sfGFP,32305.5
1931,B15,1x diff 2x bxb1,30,0.01,50,-,carb,2,3,sfGFP,23032.5
1935,B15,1x diff 2x bxb1,30,0.01,50,-,carb,2,4,sfGFP,10179.5
1939,B15,1x diff 2x bxb1,30,0.01,50,-,carb,2,5,sfGFP,2222.5
1943,B15,1x diff 2x bxb1,30,0.01,50,-,carb,2,6,sfGFP,736.0
1947,B15,1x diff 2x bxb1,30,0.01,50,-,carb,2,7,sfGFP,631.0
1951,B15,1x diff 2x bxb1,30,0.01,50,-,carb,2,8,sfGFP,446.5
1955,B15,1x diff 2x bxb1,30,0.01,50,-,carb,2,9,sfGFP,363.0
1959,B15,1x diff 2x bxb1,30,0.01,50,-,carb,2,10,sfGFP,308.0
1963,B15,1x diff 2x bxb1,30,0.01,50,-,carb,2,11,sfGFP,285.5
1967,B15,1x diff 2x bxb1,30,0.01,50,-,carb,2,12,sfGFP,269.0
1971,B15,1x diff 2x bxb1,30,0.01,50,-,carb,2,13,sfGFP,259.0
1975,B15,1x diff 2x bxb1,30,0.01,50,-,carb,2,14,sfGFP,259.0
1979,B15,1x diff 2x bxb1,30,0.01,50,-,carb,2,15,sfGFP,244.5
1983,B15,1x diff 2x bxb1,30,0.01,50,-,carb,2,16,sfGFP,244.5
1987,B16,1x diff 2x bxb1,30,0.01,50,-,kan,2,1,sfGFP,19638.0
1991,B16,1x diff 2x bxb1,30,0.01,50,-,kan,2,2,sfGFP,25134.0
1995,B16,1x diff 2x bxb1,30,0.01,50,-,kan,2,3,sfGFP,18649.0
1999,B16,1x diff 2x bxb1,30,0.01,50,-,kan,2,4,sfGFP,17855.5
2003,B16,1x diff 2x bxb1,30,0.01,50,-,kan,2,5,sfGFP,5065.0
2007,B16,1x diff 2x bxb1,30,0.01,50,-,kan,2,6,sfGFP,842.0
2011,B16,1x diff 2x bxb1,30,0.01,50,-,kan,2,7,sfGFP,478.0
2015,B16,1x diff 2x bxb1,30,0.01,50,-,kan,2,8,sfGFP,443.0
2019,B16,1x diff 2x bxb1,30,0.01,50,-,kan,2,9,sfGFP,398.5
2023,B16,1x diff 2x bxb1,30,0.01,50,-,kan,2,10,sfGFP,401.5
2027,B16,1x diff 2x bxb1,30,0.01,50,-,kan,2,11,sfGFP,418.5
2031,B16,1x diff 2x bxb1,30,0.01,50,-,kan,2,12,sfGFP,310.5
2035,B16,1x diff 2x bxb1,30,0.01,50,-,kan,2,13,sfGFP,348.5
2039,B16,1x diff 2x bxb1,30,0.01,50,-,kan,2,14,sfGFP,417.0
2043,B16,1x diff 2x bxb1,30,0.01,50,-,kan,2,15,sfGFP,424.5
2047,B16,1x diff 2x bxb1,30,0.01,50,-,kan,2,16,sfGFP,405.0
2051,B17,1x diff 2x bxb1,10,0.01,10,+,carb,2,1,sfGFP,2350.0
2055,B17,1x diff 2x bxb1,10,0.01,10,+,carb,2,2,sfGFP,5893.0
2059,B17,1x diff 2x bxb1,10,0.01,10,+,carb,2,3,sfGFP,5263.5
2063,B17,1x diff 2x bxb1,10,0.01,10,+,carb,2,4,sfGFP,4608.0
2067,B17,1x diff 2x bxb1,10,0.01,10,+,carb,2,5,sfGFP,4565.5
2071,B17,1x diff 2x bxb1,10,0.01,10,+,carb,2,6,sfGFP,4082.0
2075,B17,1x diff 2x bxb1,10,0.01,10,+,carb,2,7,sfGFP,4715.0
2079,B17,1x diff 2x bxb1,10,0.01,10,+,carb,2,8,sfGFP,5444.0
2083,B17,1x diff 2x bxb1,10,0.01,10,+,carb,2,9,sfGFP,6205.5
2087,B17,1x diff 2x bxb1,10,0.01,10,+,carb,2,10,sfGFP,6841.0
2091,B17,1x diff 2x bxb1,10,0.01,10,+,carb,2,11,sfGFP,6790.5
2095,B17,1x diff 2x bxb1,10,0.01,10,+,carb,2,12,sfGFP,6635.5
2099,B17,1x diff 2x bxb1,10,0.01,10,+,carb,2,13,sfGFP,8156.5
2103,B17,1x diff 2x bxb1,10,0.01,10,+,carb,2,14,sfGFP,7866.5
2107,B17,1x diff 2x bxb1,10,0.01,10,+,carb,2,15,sfGFP,7360.5
2111,B17,1x diff 2x bxb1,10,0.01,10,+,carb,2,16,sfGFP,7197.0
2115,B18,1x diff 2x bxb1,10,0.01,10,+,kan,2,1,sfGFP,2150.0
2119,B18,1x diff 2x bxb1,10,0.01,10,+,kan,2,2,sfGFP,2559.0
2123,B18,1x diff 2x bxb1,10,0.01,10,+,kan,2,3,sfGFP,3227.5
2127,B18,1x diff 2x bxb1,10,0.01,10,+,kan,2,4,sfGFP,3056.5
2131,B18,1x diff 2x bxb1,10,0.01,10,+,kan,2,5,sfGFP,2510.5
2135,B18,1x diff 2x bxb1,10,0.01,10,+,kan,2,6,sfGFP,1882.5
2139,B18,1x diff 2x bxb1,10,0.01,10,+,kan,2,7,sfGFP,1960.5
2143,B18,1x diff 2x bxb1,10,0.01,10,+,kan,2,8,sfGFP,2127.5
2147,B18,1x diff 2x bxb1,10,0.01,10,+,kan,2,9,sfGFP,2810.0
2151,B18,1x diff 2x bxb1,10,0.01,10,+,kan,2,10,sfGFP,3401.0
2155,B18,1x diff 2x bxb1,10,0.01,10,+,kan,2,11,sfGFP,3772.5
2159,B18,1x diff 2x bxb1,10,0.01,10,+,kan,2,12,sfGFP,3784.0
2163,B18,1x diff 2x bxb1,10,0.01,10,+,kan,2,13,sfGFP,6656.0
2167,B18,1x diff 2x bxb1,10,0.01,10,+,kan,2,14,sfGFP,5583.5
2171,B18,1x diff 2x bxb1,10,0.01,10,+,kan,2,15,sfGFP,4222.5
2175,B18,1x diff 2x bxb1,10,0.01,10,+,kan,2,16,sfGFP,3339.5
2179,B19,1x diff 2x bxb1,10,0.01,50,+,carb,2,1,sfGFP,2197.5
2183,B19,1x diff 2x bxb1,10,0.01,50,+,carb,2,2,sfGFP,3988.0
2187,B19,1x diff 2x bxb1,10,0.01,50,+,carb,2,3,sfGFP,3124.0
2191,B19,1x diff 2x bxb1,10,0.01,50,+,carb,2,4,sfGFP,2653.0
2195,B19,1x diff 2x bxb1,10,0.01,50,+,carb,2,5,sfGFP,2517.0
2199,B19,1x diff 2x bxb1,10,0.01,50,+,carb,2,6,sfGFP,2661.5
2203,B19,1x diff 2x bxb1,10,0.01,50,+,carb,2,7,sfGFP,3017.5
2207,B19,1x diff 2x bxb1,10,0.01,50,+,carb,2,8,sfGFP,3150.5
2211,B19,1x diff 2x bxb1,10,0.01,50,+,carb,2,9,sfGFP,4342.5
2215,B19,1x diff 2x bxb1,10,0.01,50,+,carb,2,10,sfGFP,4636.0
2219,B19,1x diff 2x bxb1,10,0.01,50,+,carb,2,11,sfGFP,4602.5
2223,B19,1x diff 2x bxb1,10,0.01,50,+,carb,2,12,sfGFP,4625.5
2227,B19,1x diff 2x bxb1,10,0.01,50,+,carb,2,13,sfGFP,5737.5
2231,B19,1x diff 2x bxb1,10,0.01,50,+,carb,2,14,sfGFP,5752.5
2235,B19,1x diff 2x bxb1,10,0.01,50,+,carb,2,15,sfGFP,5316.5
2239,B19,1x diff 2x bxb1,10,0.01,50,+,carb,2,16,sfGFP,5448.0
2243,B2,1x diff 2x bxb1,10,0.01,10,-,kan,2,1,sfGFP,1558.0
2247,B2,1x diff 2x bxb1,10,0.01,10,-,kan,2,2,sfGFP,1967.0
2251,B2,1x diff 2x bxb1,10,0.01,10,-,kan,2,3,sfGFP,1900.0
2255,B2,1x diff 2x bxb1,10,0.01,10,-,kan,2,4,sfGFP,1715.5
2259,B2,1x diff 2x bxb1,10,0.01,10,-,kan,2,5,sfGFP,1502.0
2263,B2,1x diff 2x bxb1,10,0.01,10,-,kan,2,6,sfGFP,1392.0
2267,B2,1x diff 2x bxb1,10,0.01,10,-,kan,2,7,sfGFP,1486.0
2271,B2,1x diff 2x bxb1,10,0.01,10,-,kan,2,8,sfGFP,1526.5
2275,B2,1x diff 2x bxb1,10,0.01,10,-,kan,2,9,sfGFP,1949.0
2279,B2,1x diff 2x bxb1,10,0.01,10,-,kan,2,10,sfGFP,2653.5
2283,B2,1x diff 2x bxb1,10,0.01,10,-,kan,2,11,sfGFP,3578.0
2287,B2,1x diff 2x bxb1,10,0.01,10,-,kan,2,12,sfGFP,3508.0
2291,B2,1x diff 2x bxb1,10,0.01,10,-,kan,2,13,sfGFP,4342.0
2295,B2,1x diff 2x bxb1,10,0.01,10,-,kan,2,14,sfGFP,3500.0
2299,B2,1x diff 2x bxb1,10,0.01,10,-,kan,2,15,sfGFP,2858.5
2303,B2,1x diff 2x bxb1,10,0.01,10,-,kan,2,16,sfGFP,2811.5
2307,B20,1x diff 2x bxb1,10,0.01,50,+,kan,2,1,sfGFP,1814.5
2311,B20,1x diff 2x bxb1,10,0.01,50,+,kan,2,2,sfGFP,1824.5
2315,B20,1x diff 2x bxb1,10,0.01,50,+,kan,2,3,sfGFP,2342.0
2319,B20,1x diff 2x bxb1,10,0.01,50,+,kan,2,4,sfGFP,2666.5
2323,B20,1x diff 2x bxb1,10,0.01,50,+,kan,2,5,sfGFP,1857.0
2327,B20,1x diff 2x bxb1,10,0.01,50,+,kan,2,6,sfGFP,1494.5
2331,B20,1x diff 2x bxb1,10,0.01,50,+,kan,2,7,sfGFP,1740.0
2335,B20,1x diff 2x bxb1,10,0.01,50,+,kan,2,8,sfGFP,1631.5
2339,B20,1x diff 2x bxb1,10,0.01,50,+,kan,2,9,sfGFP,2434.0
2343,B20,1x diff 2x bxb1,10,0.01,50,+,kan,2,10,sfGFP,2748.5
2347,B20,1x diff 2x bxb1,10,0.01,50,+,kan,2,11,sfGFP,3094.0
2351,B20,1x diff 2x bxb1,10,0.01,50,+,kan,2,12,sfGFP,3327.0
2355,B20,1x diff 2x bxb1,10,0.01,50,+,kan,2,13,sfGFP,5305.0
2359,B20,1x diff 2x bxb1,10,0.01,50,+,kan,2,14,sfGFP,3894.0
2363,B20,1x diff 2x bxb1,10,0.01,50,+,kan,2,15,sfGFP,2887.5
2367,B20,1x diff 2x bxb1,10,0.01,50,+,kan,2,16,sfGFP,2768.0
2371,B21,1x diff 2x bxb1,15,0.01,10,+,carb,2,1,sfGFP,7397.0
2375,B21,1x diff 2x bxb1,15,0.01,10,+,carb,2,2,sfGFP,15092.5
2379,B21,1x diff 2x bxb1,15,0.01,10,+,carb,2,3,sfGFP,12367.5
2383,B21,1x diff 2x bxb1,15,0.01,10,+,carb,2,4,sfGFP,10818.5
2387,B21,1x diff 2x bxb1,15,0.01,10,+,carb,2,5,sfGFP,10891.5
2391,B21,1x diff 2x bxb1,15,0.01,10,+,carb,2,6,sfGFP,10105.0
2395,B21,1x diff 2x bxb1,15,0.01,10,+,carb,2,7,sfGFP,11201.0
2399,B21,1x diff 2x bxb1,15,0.01,10,+,carb,2,8,sfGFP,12047.5
2403,B21,1x diff 2x bxb1,15,0.01,10,+,carb,2,9,sfGFP,13563.5
2407,B21,1x diff 2x bxb1,15,0.01,10,+,carb,2,10,sfGFP,14465.0
2411,B21,1x diff 2x bxb1,15,0.01,10,+,carb,2,11,sfGFP,14639.0
2415,B21,1x diff 2x bxb1,15,0.01,10,+,carb,2,12,sfGFP,13307.0
2419,B21,1x diff 2x bxb1,15,0.01,10,+,carb,2,13,sfGFP,13498.0
2423,B21,1x diff 2x bxb1,15,0.01,10,+,carb,2,14,sfGFP,11564.0
2427,B21,1x diff 2x bxb1,15,0.01,10,+,carb,2,15,sfGFP,8893.5
2431,B21,1x diff 2x bxb1,15,0.01,10,+,carb,2,16,sfGFP,6458.5
2435,B22,1x diff 2x bxb1,15,0.01,10,+,kan,2,1,sfGFP,6199.5
2439,B22,1x diff 2x bxb1,15,0.01,10,+,kan,2,2,sfGFP,8445.5
2443,B22,1x diff 2x bxb1,15,0.01,10,+,kan,2,3,sfGFP,8508.0
2447,B22,1x diff 2x bxb1,15,0.01,10,+,kan,2,4,sfGFP,9256.5
2451,B22,1x diff 2x bxb1,15,0.01,10,+,kan,2,5,sfGFP,7609.0
2455,B22,1x diff 2x bxb1,15,0.01,10,+,kan,2,6,sfGFP,5896.0
